name,country
Lanseria Airport,South Africa
Diosdado Macapagal International Airport,Philippines
Changbaishan Airport,China
Monbetsu Airport,Japan
Nakashibetsu Airport,Japan
Elazig Airport,Turkey
Mardin Airport,Turkey
Mus Airport,Turkey
Amasya Merzifon Airport,Turkey
Orsk Airport,Russia
Orenburg Central Airport,Russia
Agri Airport,Turkey
Anadolu Airport,Turkey
Bingol Geltiksuyu Airport,Turkey
Igdir Airport,Turkey
Hilo International Airport,United States
Kosrae International Airport,Micronesia
Bucholz Army Air Field,Marshall Islands
Marshall Islands International Airport,Marshall Islands
Abakan Airport,Russia
Aden Adde International Airport,Somalia
Diqing Airport,China
Alice Springs Airport,Australia
General Rodolfo Sanchez Taboada International Airport,Mexico
El Calafate Airport,Argentina
Libertador Gral D Jose De San Martin Airport,Argentina
Resistencia International Airport,Argentina
Vicecomodoro Angel D. La Paz Aragones Airport,Argentina
Teniente Benjamin Matienzo Airport,Argentina
Domingo Faustino Sarmiento Airport,Argentina
Malvinas Argentinas Airport,Argentina
Hyakuri Airport,Japan
Miyako Airport,Japan
Chaoyang Airport,China
Dachuan Airport,China
Guangyuan Airport,China
Ulanhot Airport,China
Wanxian Airport,China
Yibin Caiba Airport,China
Zhoushan Airport,China
Jiuhuashan Airport,China
Anshan Air Base,China
Jixi Xingkaihu Airport,China
Nyala Airport,Sudan
Egal International Airport,Somalia
Miri Airport,Malaysia
Sitka Rocky Gutierrez Airport,United States
Foshan Shadi Airport,China
Jiayuguan Airport,China
Jinchuan Airport,China
Oyo Ollombo Airport,Republic of Congo
Lingling Airport,China
Oshima Airport,Japan
Wakkanai Airport,Japan
Rodriguez Ballan International Airport,Peru
Capitan FAP Guillermo Concha Iberico International Airport,Peru
Garoua International Airport,Cameroon
Salak Airport,Cameroon
N'gaoundere Airport,Cameroon
Ech Cheliff Airport,Algeria
Kemerovo Airport,Russia
Kokshetau Airport,Kazakhstan
Pardubice Airport,Czech Republic
Stavropol Shpakovskoye Airport,Russia
Victoria Falls International Airport,Zimbabwe
Kumejima Airport,Japan
Baoshan Yunduan Airport,China
Lintsang Airfield,China
Bardufoss Airport,Norway
Eldoret International Airport,Kenya
Goloson International Airport,Honduras
Capitan Anibal Arab Airport,Bolivia
Juana Azurduy De Padilla Airport,Bolivia
Capitan Oriel Lea Plaza Airport,Bolivia
Nauru International Airport,Nauru
Bonriki International Airport,Kiribati
Asmara International Airport,Eritrea
Massawa International Airport,Eritrea
Angel Albino Corzo International Airport,Mexico
General Santos International Airport,Philippines
Tirupati Airport,India
Muan International Airport,South Korea
Kulob Airport,Tajikistan
Kassel-Calden Airport,Germany
Jizan Regional Airport,Saudi Arabia
Phu Bai Airport,Vietnam
Phu Cat Airport,Vietnam
Bancasi Airport,Philippines
Roxas Airport,Philippines
Zhongwei Shapotou Airport,China
Chetumal International Airport,Mexico
Bahias de Huatulco International Airport,Mexico
Licenciado Adolfo Lopez Mateos International Airport,Mexico
Kitakyushu Airport,Japan
Inca Manco Capac International Airport,Peru
Liege Airport,Belgium
Dimapur Airport,India
Khajuraho Airport,India
Bintulu Airport,Malaysia
Labuan Airport,Malaysia
Sandakan Airport,Malaysia
Tawau Airport,Malaysia
Mercedita Airport,Puerto Rico
Bangoka International Airport,Democratic Republic of Congo
Gemena Airport,Democratic Republic of Congo
Kananga Airport,Democratic Republic of Congo
Jardines Del Rey Airport,Cuba
Ignacio Agramonte International Airport,Cuba
Heihe Airport,China
Lindu Airport,China
Taraz Airport,Kazakhstan
Qurghonteppa International Airport,Tajikistan
Seymour Airport,Ecuador
New Castle Airport,United States
Narathiwat Airport,Thailand
Grand Forks International Airport,United States
Niagara Falls International Airport,United States
Rickenbacker International Airport,United States
Chicago Rockford International Airport,United States
Leh Kushok Bakula Rimpochee Airport,India
Longyan Guanzhishan Airport,China
Yangyang International Airport,South Korea
Ostend-Bruges International Airport,Belgium
Pdte. Carlos Ibanez del Campo Airport,Chile
Mostar International Airport,Bosnia and Herzegovina
Guarani International Airport,Paraguay
Avalon Airport,Australia
Sunshine Coast Airport,Australia
Mocopulli Airport,Chile
Mount Pleasant Airport,Falkland Islands
Capitan FAP Pedro Canga Rodriguez Airport,Peru
Zhangye Ganzhou Airport,China
Arnold Palmer Regional Airport,United States
Niue International Airport,Niue
Norfolk Island International Airport,Norfolk Island
Karlovy Vary International Airport,Czech Republic
Pohang Airport (G-815/K-3),South Korea
Ulsan Airport,South Korea
Laoag International Airport,Philippines
Pico Airport,Portugal
Al Baha Airport,Saudi Arabia
Gabala International Airport,Azerbaijan
Lankaran International Airport,Azerbaijan
Gyumri Shirak Airport,Armenia
Canaima Airport,Venezuela
Newman Airport,Australia
Vinnytsia/Gavyryshivka Airport,Ukraine
Arad International Airport,Romania
Craiova Airport,Romania
Debrecen International Airport,Hungary
Kopitnari Airport,Georgia
Tuzla International Airport,Bosnia and Herzegovina
Daocheng Yading Airport,China
Gannan Xiahe Airport,China
Nyingchi Airport,China
Bao'anying Airport,China
Heringsdorf Airport,Germany
Cauayan Airport,Philippines
San Jose Airport,Philippines
Virac Airport,Philippines
Jamnagar Airport,India
Vijayawada Airport,India
Kuopio Airport,Finland
Qamdo Bangda Airport,China
Libo Airport,China
Gu-Lian Airport,China
Yeager Airport,United States
Trenton Mercer Airport,United States
Northeast Florida Regional Airport,United States
Ogden Hinckley Airport,United States
Provo Municipal Airport,United States
St Cloud Regional Airport,United States
Pichoy Airport,Chile
La Araucania Airport,Chile
Erenhot Saiwusu International Airport,China
Arxan Yi'ershi Airport,China
Mayor General FAP Armando Revoredo Iglesias Airport,Peru
Padre Aldamiz International Airport,Peru
Canal Bajo Carlos - Hott Siebert Airport,Chile
Golmud Airport,China
Kangding Airport,China
Ngari Gunsa Airport,China
Yushu Batang Airport,China
Vagar Airport,Faroe Islands
Beslan Airport,Russia
Gorno-Altaysk Airport,Russia
Hamburg-Finkenwerder Airport,Germany
Nakhchivan Airport,Azerbaijan
Bata Airport,Equatorial Guinea
Takoradi Airport,Ghana
Coronel FAP Alfredo Mendivil Duarte Airport,Peru
Alferez Fap David Figueroa Fernandini Airport,Peru
Kindu Airport,Democratic Republic of Congo
Zabol Airport,Iran
Sabzevar National Airport,Iran
Bam Airport,Iran
Hamadan Airport,Iran
Ilam Airport,Iran
Persian Gulf International Airport,Iran
Sanandaj Airport,Iran
Khoram Abad Airport,Iran
Futuna Airport,Wallis and Futuna
Luis Munoz Marin International Airport,Argentina
Cibao International Airport,Spain
Sydney Kingsford Smith International Airport,Canada
Richmond Airport,United States
London City Airport,Canada
Victoria Regional Airport,Canada
Birmingham-Shuttlesworth International Airport,United Kingdom
Arturo Michelena International Airport,Spain
Norman Y. Mineta San Jose International Airport,Costa Rica
St Petersburg Clearwater International Airport,Russia
Filippos Airport,Greece
London Heathrow Airport,Canada
Norman Manley International Airport,Canada
Alberto Carnevalli Airport,Mexico
Kalemie Airport,Democratic Republic of Congo
Dalanzadgad Airport,Mongolia
Albany Airport,United States
Abraham Lincoln Capital Airport,United States
Waterloo Regional Airport,Canada
Fort Smith Regional Airport,Canada
Santa Fe Municipal Airport,Argentina
Alexandria International Airport,Egypt
Breves Airport,Brazil
JAGS McCartney International Airport,Bahamas
Oriximina Airport,Brazil
London Gatwick Airport,Canada
Presidente Joao Batista Figueiredo Airport,Turkey
London Stansted Airport,Canada
Comodoro Arturo Merino Benitez International Airport,Spain
Mayor Buenaventura Vivas International Airport,Dominican Republic
Cheddi Jagan International Airport,Cayman Islands
Santa Rosa International Airport,Argentina
Teniente Coronel Luis a Mantilla Airport,Ecuador
Santa Ana Airport,United States
F. D. Roosevelt Airport,Aruba
Angoon Seaplane Base,United States
Tri-Cities Regional TN/VA Airport,United Kingdom
Florence Regional Airport,Italy
Cochin International Airport,Japan
Charles M. Schulz Sonoma County Airport,Argentina
Eugene F. Correira International Airport,Cayman Islands
General Jose Antonio Anzoategui International Airport,Spain
St Michael Airport,United States
Karluk Airport,United States
Eqalugaarsuit Heliport,Greenland
St Pierre Airport,Reunion
Atlas Brasil Cantanhede Airport,Cape Verde
Northwest Florida Beaches International Airport,Panama
London Luton Airport,Canada
El Alto International Airport,Mexico
San Jose Airport,Costa Rica
